,seed,perturbation,base_reward,perturbed_reward
174,17,4.641588833612773e-06,1513.6118393458723,1513.6071216926146
175,17,2.1544346900318823e-05,1513.6118393458723,1513.5925546757414
176,17,0.0001,1513.6118393458723,1507.6418604533321
177,17,0.00046415888336127724,1513.6118393458723,1777.4520627194293
178,17,0.002154434690031882,1513.6118393458723,1525.3116208954889
179,17,0.01,1513.6118393458723,2054.2346461918723
180,18,1e-08,1553.2706593767705,1553.2707556632229
181,18,4.641588833612782e-08,1553.2706593767705,1553.2711062935946
182,18,2.1544346900318822e-07,1553.2706593767705,1553.272733660214
183,18,1e-06,1553.2706593767705,1553.2802847629964
184,18,4.641588833612773e-06,1553.2706593767705,1551.701633976357
185,18,2.1544346900318823e-05,1553.2706593767705,1553.8876153706613
186,18,0.0001,1553.2706593767705,1830.575048352931
187,18,0.00046415888336127724,1553.2706593767705,1540.4949861496677
188,18,0.002154434690031882,1553.2706593767705,1557.1322437784534
189,18,0.01,1553.2706593767705,1778.3772212456024
190,19,1e-08,2370.302803980126,2372.8245084405407
191,19,4.641588833612782e-08,2370.302803980126,2753.7684451195278
192,19,2.1544346900318822e-07,2370.302803980126,2370.3409262531272
193,19,1e-06,2370.302803980126,2360.677108121536
194,19,4.641588833612773e-06,2370.302803980126,2944.6180852801376
195,19,2.1544346900318823e-05,2370.302803980126,2095.309717676262
196,19,0.0001,2370.302803980126,2365.3421013317216
197,19,0.00046415888336127724,2370.302803980126,2340.200727630105
198,19,0.002154434690031882,2370.302803980126,1780.7074981343965
199,19,0.01,2370.302803980126,2090.3595617077503
200,20,1e-08,2403.9131345357114,2403.9439091495415
201,20,4.641588833612782e-08,2403.9131345357114,2405.295934152851
202,20,2.1544346900318822e-07,2403.9131345357114,2408.918599518728
203,20,1e-06,2403.9131345357114,2644.4825753721275
204,20,4.641588833612773e-06,2403.9131345357114,2408.1395657155736
205,20,2.1544346900318823e-05,2403.9131345357114,2125.077332079622
206,20,0.0001,2403.9131345357114,2364.1607020582005
207,20,0.00046415888336127724,2403.9131345357114,1819.4498906391548
208,20,0.002154434690031882,2403.9131345357114,2078.5386621065254
209,20,0.01,2403.9131345357114,1753.3957462989633
210,21,1e-08,2378.6366777710396,2853.324875697974
211,21,4.641588833612782e-08,2378.6366777710396,2384.6115911006546
212,21,2.1544346900318822e-07,2378.6366777710396,2891.2259645262216
213,21,1e-06,2378.6366777710396,2369.756864495798
214,21,4.641588833612773e-06,2378.6366777710396,2376.437736857828
215,21,2.1544346900318823e-05,2378.6366777710396,2102.867723303804
216,21,0.0001,2378.6366777710396,2379.148571320527
217,21,0.00046415888336127724,2378.6366777710396,2113.6911557193557
218,21,0.002154434690031882,2378.6366777710396,2133.037878396785
219,21,0.01,2378.6366777710396,2374.915032157815
220,22,1e-08,2111.8350056034874,2111.8374916100997
221,22,4.641588833612782e-08,2111.8350056034874,2111.846543875099
222,22,2.1544346900318822e-07,2111.8350056034874,2111.888556841288
223,22,1e-06,2111.8350056034874,2112.0900789263533
224,22,4.641588833612773e-06,2111.8350056034874,2112.9850291012176
225,22,2.1544346900318823e-05,2111.8350056034874,2108.053765175472
226,22,0.0001,2111.8350056034874,2118.48529875179
227,22,0.00046415888336127724,2111.8350056034874,2154.4281543600773
228,22,0.002154434690031882,2111.8350056034874,2561.2904984451557
229,22,0.01,2111.8350056034874,1531.1260026388627
230,23,1e-08,1815.670601230278,1815.6705567127572
231,23,4.641588833612782e-08,1815.670601230278,1815.6703945892457
232,23,2.1544346900318822e-07,1815.670601230278,1815.6696418960305
233,23,1e-06,1815.670601230278,1815.666140402042
234,23,4.641588833612773e-06,1815.670601230278,1810.8550897401772
235,23,2.1544346900318823e-05,1815.670601230278,1812.6292188960729
236,23,0.0001,1815.670601230278,1817.5139594962907
237,23,0.00046415888336127724,1815.670601230278,1832.850553632382
238,23,0.002154434690031882,1815.670601230278,1546.2664930820995
239,23,0.01,1815.670601230278,1540.8179580256624
240,24,1e-08,2230.378994522491,2228.0854618815724
241,24,4.641588833612782e-08,2230.378994522491,2223.0804664875873
242,24,2.1544346900318822e-07,2230.378994522491,2257.8361528994424
243,24,1e-06,2230.378994522491,2266.745137868004
244,24,4.641588833612773e-06,2230.378994522491,2091.1146807127725
245,24,2.1544346900318823e-05,2230.378994522491,2103.297273001785
246,24,0.0001,2230.378994522491,1542.6736659486353
247,24,0.00046415888336127724,2230.378994522491,1539.965547336095
248,24,0.002154434690031882,2230.378994522491,1833.3694257899845
249,24,0.01,2230.378994522491,1551.9066040686025
250,25,1e-08,2083.2168701293795,2083.2223140100145
251,25,4.641588833612782e-08,2083.2168701293795,2083.247206559807
252,25,2.1544346900318822e-07,2083.2168701293795,2086.9006132649174
253,25,1e-06,2083.2168701293795,2088.2481445301632
254,25,4.641588833612773e-06,2083.2168701293795,2076.543576330416
255,25,2.1544346900318823e-05,2083.2168701293795,2063.8165185303724
256,25,0.0001,2083.2168701293795,1822.2727525736823
257,25,0.00046415888336127724,2083.2168701293795,1804.4992953399812
258,25,0.002154434690031882,2083.2168701293795,1832.0391805160396
259,25,0.01,2083.2168701293795,2084.9891449802262
260,26,1e-08,1552.9708344493629,1552.9708717947433
261,26,4.641588833612782e-08,1552.9708344493629,1552.971007796437
262,26,2.1544346900318822e-07,1552.9708344493629,1552.9716391603322
263,26,1e-06,1552.9708344493629,1552.9745525424353
264,26,4.641588833612773e-06,1552.9708344493629,1552.9902601057356
265,26,2.1544346900318823e-05,1552.9708344493629,1553.092634207115
266,26,0.0001,1552.9708344493629,1552.5993920305445
